,FIPS,PCT_DIABETES_ADULTS10
2889,51157,0.113
2890,51159,0.118
2891,51161,0.105
2892,51163,0.129
2893,51165,0.097
2894,51167,0.125
2895,51169,0.106
2896,51171,0.119
2897,51173,0.103
2898,51175,0.14
2899,51177,0.1
2900,51179,0.078
2901,51181,0.135
2902,51183,0.132
2903,51185,0.122
2904,51187,0.115
2905,51191,0.124
2906,51193,0.128
2907,51195,0.133
2908,51197,0.115
2909,51199,0.093
2910,51510,0.064
2911,51515,0.128
2912,51520,0.114
2913,51530,0.101
2914,51540,0.072
2915,51550,0.097
2916,51570,0.112
2917,51580,0.115
2918,51590,0.124
2919,51595,0.131
2920,51600,0.088
2921,51610,0.095
2922,51620,0.123
2923,51630,0.09
2924,51640,0.108
2925,51650,0.12
2926,51660,0.073
2927,51670,0.128
2928,51678,0.091
2929,51680,0.109
2930,51683,0.087
2931,51685,0.083
2932,51690,0.135
2933,51700,0.112
2934,51710,0.097
2935,51720,0.099
2936,51730,0.156
2937,51735,0.105
2938,51740,0.138
2939,51750,0.075
2940,51760,0.096
2941,51770,0.108
2942,51775,0.108
2943,51790,0.114
2944,51800,0.119
2945,51810,0.09
2946,51820,0.109
2947,51830,0.095
2948,51840,0.1
2949,53001,0.101
2950,53003,0.114
2951,53005,0.095
2952,53007,0.086
2953,53009,0.109
2954,53011,0.087
2955,53013,0.122
2956,53015,0.115
2957,53017,0.098
2958,53019,0.091
2959,53021,0.091
2960,53023,0.152
2961,53025,0.087
2962,53027,0.13
2963,53029,0.1
2964,53031,0.095
2965,53033,0.068
2966,53035,0.086
2967,53037,0.065
2968,53039,0.092
2969,53041,0.106
2970,53043,0.107
2971,53045,0.1
2972,53047,0.097
2973,53049,0.129
2974,53051,0.096
2975,53053,0.102
2976,53055,0.067
2977,53057,0.081
2978,53059,0.084
2979,53061,0.082
2980,53063,0.088
2981,53065,0.096
2982,53067,0.093
2983,53069,0.123
2984,53071,0.09
2985,53073,0.085
2986,53075,0.071
2987,53077,0.096
2988,54001,0.121
2989,54003,0.118
2990,54005,0.137
2991,54007,0.144
2992,54009,0.163
2993,54011,0.132
2994,54013,0.146
2995,54015,0.146
2996,54017,0.126
2997,54019,0.13
2998,54021,0.11
2999,54023,0.156
3000,54025,0.124
3001,54027,0.104
3002,54029,0.142
3003,54031,0.122
3004,54033,0.129
3005,54035,0.131
3006,54037,0.121
3007,54039,0.13
3008,54041,0.124
3009,54043,0.135
3010,54045,0.155
3011,54047,0.165
3012,54049,0.132
3013,54051,0.124
3014,54053,0.12
3015,54055,0.141
3016,54057,0.114
3017,54059,0.139
3018,54061,0.095
3019,54063,0.147
3020,54065,0.126
3021,54067,0.122
3022,54069,0.121
3023,54071,0.143
3024,54073,0.127
3025,54075,0.138
3026,54077,0.107
3027,54079,0.121
3028,54081,0.12
3029,54083,0.125
3030,54085,0.132
3031,54087,0.155
3032,54089,0.139
3033,54091,0.117
3034,54093,0.122
3035,54095,0.137
3036,54097,0.129
3037,54099,0.144
3038,54101,0.135
3039,54103,0.136
3040,54105,0.144
3041,54107,0.144
3042,54109,0.173
3043,55001,0.108
3044,55003,0.092
3045,55005,0.085
3046,55007,0.097
3047,55009,0.085
3048,55011,0.097
3049,55013,0.106
3050,55015,0.077
3051,55017,0.089
3052,55019,0.081
3053,55021,0.096
3054,55023,0.094
3055,55025,0.061
3056,55027,0.09
3057,55029,0.093
3058,55031,0.085
3059,55033,0.071
3060,55035,0.069
3061,55037,0.095
3062,55039,0.087
3063,55041,0.119
3064,55043,0.092
3065,55045,0.079
3066,55047,0.1
3067,55049,0.099
3068,55051,0.117
3069,55053,0.093
3070,55055,0.086
3071,55057,0.097
3072,55059,0.076
3073,55061,0.087
3074,55063,0.074
3075,55065,0.088
3076,55067,0.094
3077,55069,0.104
3078,55071,0.1
3079,55073,0.089
3080,55075,0.107
3081,55077,0.093
3082,55078,0.121
3083,55079,0.101
3084,55081,0.086
3085,55083,0.083
3086,55085,0.093
3087,55087,0.093
3088,55089,0.08
3089,55091,0.081
3090,55093,0.075
3091,55095,0.092
3092,55097,0.076
3093,55099,0.11
3094,55101,0.084
3095,55103,0.116
3096,55105,0.085
3097,55107,0.092
3098,55109,0.08
3099,55111,0.098
3100,55113,0.096
3101,55115,0.098
3102,55117,0.095
3103,55119,0.093
3104,55121,0.096
3105,55123,0.088
3106,55125,0.105
3107,55127,0.072
3108,55129,0.101
3109,55131,0.088
3110,55133,0.074
3111,55135,0.094
3112,55137,0.092
3113,55139,0.092
3114,55141,0.097
3115,56001,0.05
3116,56003,0.092
3117,56005,0.072
3118,56007,0.082
3119,56009,0.077
3120,56011,0.072
3121,56013,0.09
3122,56015,0.086
3123,56017,0.098
3124,56019,0.09
3125,56021,0.083
3126,56023,0.081
3127,56025,0.076
3128,56027,0.079
3129,56029,0.069
3130,56031,0.105
3131,56033,0.083
3132,56035,0.057
3133,56037,0.071
3134,56039,0.039
3135,56041,0.074
3136,56043,0.085
3137,56045,0.083
